epoch,gamma_psg,gamma_wase,gamma_dsc,alpha_pgia_layer0,alpha_pgia_layer1,alpha_pgia_layer2
39,0.0,0.2525021433830261,0.0,-0.04894736036658287,0.024247705936431885,0.5587368011474609
40,0.0,0.25369730591773987,0.0,-0.05056074261665344,0.024558549746870995,0.6115502119064331
41,0.0,0.2544689178466797,0.0,-0.05261247977614403,0.025678884238004684,0.6368820071220398
42,0.0,0.25576192140579224,0.0,-0.054476555436849594,0.026700004935264587,0.6601076126098633
43,0.0,0.25769779086112976,0.0,-0.05736788362264633,0.02779451012611389,0.7207754254341125
44,0.0,0.26073625683784485,0.0,-0.059140633791685104,0.02842012047767639,0.7910701632499695
45,0.0,0.2627893090248108,0.0,-0.06275966018438339,0.029383398592472076,0.8821350932121277
46,0.0,0.26753705739974976,0.0,-0.06631070375442505,0.030416494235396385,0.9482555985450745
47,0.0,0.2710110545158386,0.0,-0.07192174345254898,0.031301867216825485,0.9977198243141174
48,0.0,0.2748005986213684,0.0,-0.07750478386878967,0.03252120316028595,1.0640298128128052
49,0.0,0.27986928820610046,0.0,-0.08400385081768036,0.03314339742064476,1.1639525890350342
50,0.0,0.2848321497440338,0.0,-0.0894068107008934,0.03208861127495766,1.2441893815994263
51,0.0,0.29246971011161804,0.0,-0.0958433672785759,0.03321274742484093,1.2870614528656006
52,0.0,0.297412246465683,0.0,-0.10218992084264755,0.034136511385440826,1.3551125526428223
53,0.0,0.3049665093421936,0.0,-0.11504081636667252,0.03423533961176872,1.4031447172164917
54,0.0,0.3116051256656647,0.0,-0.12735383212566376,0.036090485751628876,1.4904056787490845
55,0.0,0.32174572348594666,0.0,-0.14193123579025269,0.0400577150285244,1.5341944694519043
56,0.0,0.3310381770133972,0.0,-0.16178715229034424,0.04360968619585037,1.5927461385726929
57,0.0,0.33908572793006897,0.0,-0.17207598686218262,0.04860844835639,1.617271065711975
58,0.0,0.34959548711776733,0.0,-0.18920637667179108,0.053043823689222336,1.6877975463867188
59,0.0,0.37102460861206055,0.0,-0.2139226347208023,0.06353353708982468,1.753719449043274
60,0.0,0.38382673263549805,0.0,-0.22493527829647064,0.07081907987594604,1.7956130504608154
61,0.0,0.396125853061676,0.0,-0.27004584670066833,0.08272963017225266,1.8388279676437378
62,0.0,0.406816691160202,0.0,-0.2846504747867584,0.0902228057384491,1.8658866882324219
63,0.0,0.4208868443965912,0.0,-0.31043103337287903,0.09965299069881439,1.896790623664856
64,0.0,0.43418586254119873,0.0,-0.34219545125961304,0.10851883888244629,1.9440890550613403
65,0.0,0.4474917948246002,0.0,-0.3766205906867981,0.12685929238796234,1.9888174533843994
66,0.0,0.4603187143802643,0.0,-0.41884729266166687,0.13699492812156677,2.0155179500579834
67,0.0,0.47713443636894226,0.0,-0.43386921286582947,0.16994906961917877,2.057738780975342
68,0.0,0.493756502866745,0.0,-0.4512937068939209,0.19659380614757538,2.090456485748291
69,0.0,0.5051523447036743,0.0,-0.511066198348999,0.24006497859954834,2.1340320110321045
70,0.0,0.5182576179504395,0.0,-0.5363849401473999,0.28114062547683716,2.142155170440674
71,0.0,0.5329920053482056,0.0,-0.6146459579467773,0.33264046907424927,2.164611577987671
72,0.0,0.5451918244361877,0.0,-0.6559261083602905,0.3775930106639862,2.158555746078491
73,0.0,0.5595090985298157,0.0,-0.6956391930580139,0.43701425194740295,2.1767971515655518
74,0.0,0.5684919357299805,0.0,-0.7195106148719788,0.47235962748527527,2.191481113433838
75,0.0,0.5798732042312622,0.0,-0.7939091324806213,0.5212437510490417,2.207932710647583
76,0.0,0.5949867367744446,0.0,-0.8492875695228577,0.5635358691215515,2.2097835540771484
77,0.0,0.6063055396080017,0.0,-0.8990459442138672,0.6018227338790894,2.2208938598632812
78,0.0,0.6158636212348938,0.0,-0.9329319596290588,0.6415994167327881,2.22593092918396
79,0.0,0.6277895569801331,0.0,-0.9378466010093689,0.7302773594856262,2.237426519393921
80,0.0,0.637365460395813,0.0,-0.9731483459472656,0.7773789167404175,2.230867624282837
81,0.0,0.6484203934669495,0.0,-0.9799233675003052,0.8380260467529297,2.24212908744812
82,0.0,0.6614494323730469,0.0,-1.042689561843872,0.8823541402816772,2.255495309829712
83,0.0,0.6715821027755737,0.0,-1.089788556098938,0.9397115111351013,2.261728525161743
84,0.0,0.6782636642456055,0.0,-1.109171986579895,1.0022633075714111,2.2708582878112793
85,0.0,0.6879976391792297,0.0,-1.1565202474594116,1.081357717514038,2.282700300216675
86,0.0,0.6981478333473206,0.0,-1.2091178894042969,1.1562453508377075,2.2965729236602783
87,0.0,0.7011818289756775,0.0,-1.2174311876296997,1.183699131011963,2.2885305881500244
88,0.0,0.7101295590400696,0.0,-1.2611602544784546,1.2861155271530151,2.309019088745117
89,0.0,0.7205166816711426,0.0,-1.2921454906463623,1.363691806793213,2.3171019554138184
90,0.0,0.7253369092941284,0.0,-1.300933837890625,1.4350398778915405,2.326376438140869
91,0.0,0.7301916480064392,0.0,-1.3767155408859253,1.4583821296691895,2.351062059402466
92,0.0,0.7356156706809998,0.0,-1.4170171022415161,1.5450150966644287,2.338181972503662
93,0.0,0.7417617440223694,0.0,-1.4389467239379883,1.607597827911377,2.342099666595459
94,0.0,0.7504933476448059,0.0,-1.4548076391220093,1.6724252700805664,2.354689598083496
95,0.0,0.7544906139373779,0.0,-1.4804952144622803,1.7468124628067017,2.369018793106079
96,0.0,0.7637355327606201,0.0,-1.5203660726547241,1.806497573852539,2.3786351680755615
97,0.0,0.7697192430496216,0.0,-1.5654503107070923,1.8223012685775757,2.3792195320129395
98,0.0,0.771518886089325,0.0,-1.5878217220306396,1.8653631210327148,2.399013042449951
99,0.0,0.7754794359207153,0.0,-1.624086856842041,1.8948395252227783,2.394865036010742
100,0.0,0.7789435982704163,0.0,-1.6027387380599976,1.8906511068344116,2.4002790451049805
