epoch,gamma_wase,gamma_dsc,alpha_pgia_layer0,alpha_pgia_layer1,alpha_pgia_layer2
143,0.8453952074050903,-0.04770909249782562,-1.3993712663650513,-1.46371328830719,1.5768793821334839
144,0.8465580344200134,-0.044149238616228104,-1.4023728370666504,-1.4828015565872192,1.5892915725708008
145,0.8461295366287231,-0.04156777635216713,-1.398650050163269,-1.4858278036117554,1.5809584856033325
146,0.8469350337982178,-0.05287893861532211,-1.3849806785583496,-1.4602082967758179,1.5613174438476562
147,0.8458967208862305,-0.044049933552742004,-1.3762094974517822,-1.4702996015548706,1.5582867860794067
148,0.8471999168395996,-0.04809785634279251,-1.3730156421661377,-1.4650696516036987,1.5619401931762695
149,0.8484361171722412,-0.04268047958612442,-1.375280737876892,-1.4726344347000122,1.5475695133209229
150,0.848973274230957,-0.04918384552001953,-1.383351445198059,-1.4839309453964233,1.556649923324585
151,0.8497375249862671,-0.04480695351958275,-1.3840456008911133,-1.4966073036193848,1.5391991138458252
152,0.8505094051361084,-0.04234131798148155,-1.3672808408737183,-1.4882196187973022,1.5548348426818848
153,0.8498644828796387,-0.04762034863233566,-1.3768491744995117,-1.5156855583190918,1.5356708765029907
154,0.8514240980148315,-0.04630772024393082,-1.3518775701522827,-1.487666368484497,1.5540430545806885
155,0.8535006642341614,-0.05183831602334976,-1.3498042821884155,-1.4855375289916992,1.5478179454803467
156,0.8545112013816833,-0.043914154171943665,-1.3502380847930908,-1.496594786643982,1.5623750686645508
157,0.8559917211532593,-0.04279155284166336,-1.3408112525939941,-1.5091880559921265,1.5383391380310059
158,0.8550195097923279,-0.05031025409698486,-1.3339284658432007,-1.5047476291656494,1.5378661155700684
159,0.8573822975158691,-0.043309926986694336,-1.3490699529647827,-1.4924845695495605,1.550362467765808
160,0.85710608959198,-0.04229240491986275,-1.3372174501419067,-1.5042266845703125,1.5508832931518555
161,0.8588441610336304,-0.047136928886175156,-1.357796311378479,-1.4979302883148193,1.5409823656082153
162,0.858353853225708,-0.04496867209672928,-1.3559828996658325,-1.4997180700302124,1.5317202806472778
163,0.8590794205665588,-0.03600875288248062,-1.321107268333435,-1.5222896337509155,1.5385510921478271
164,0.8603240847587585,-0.03535511717200279,-1.321202278137207,-1.5089993476867676,1.529654860496521
165,0.8583624362945557,-0.0462828129529953,-1.3277554512023926,-1.5340137481689453,1.5291781425476074
166,0.8622077703475952,-0.039205532521009445,-1.3522934913635254,-1.523438572883606,1.5234794616699219
167,0.8625898957252502,-0.03582229092717171,-1.3436678647994995,-1.5548192262649536,1.503156304359436
168,0.8640140891075134,-0.04038381204009056,-1.355757236480713,-1.5450091361999512,1.515921950340271
169,0.8659034967422485,-0.04210606589913368,-1.3508235216140747,-1.53349769115448,1.5178263187408447
170,0.8636671900749207,-0.037467487156391144,-1.3526769876480103,-1.5688267946243286,1.4948409795761108
171,0.8653886318206787,-0.03905898332595825,-1.3439887762069702,-1.549317479133606,1.4981043338775635
172,0.865538477897644,-0.04366421326994896,-1.3405354022979736,-1.5545680522918701,1.5136581659317017
173,0.8665117025375366,-0.041193924844264984,-1.3468973636627197,-1.5593304634094238,1.491876482963562
174,0.8656566739082336,-0.047840967774391174,-1.353439211845398,-1.5562403202056885,1.493362307548523
175,0.8652077913284302,-0.045153215527534485,-1.377646565437317,-1.5605648756027222,1.4868334531784058
176,0.8669610619544983,-0.040946684777736664,-1.3665142059326172,-1.555249810218811,1.4736547470092773
177,0.8676382899284363,-0.0359325148165226,-1.3431096076965332,-1.5496996641159058,1.4764480590820312
178,0.8698936700820923,-0.03469415754079819,-1.345740795135498,-1.5344605445861816,1.483365535736084
179,0.8689955472946167,-0.043707918375730515,-1.3376965522766113,-1.5443179607391357,1.4723927974700928
180,0.8704239130020142,-0.0474686324596405,-1.3326146602630615,-1.5572744607925415,1.4727425575256348
181,0.8700600862503052,-0.03689583018422127,-1.3362247943878174,-1.570731520652771,1.4849977493286133
182,0.8702409863471985,-0.041494037955999374,-1.3435032367706299,-1.5914303064346313,1.4805549383163452
183,0.8715338110923767,-0.04426869750022888,-1.3434404134750366,-1.60519540309906,1.4605677127838135
184,0.8711928129196167,-0.0380486324429512,-1.3471412658691406,-1.5639450550079346,1.4816824197769165
185,0.8719365000724792,-0.044677410274744034,-1.3281188011169434,-1.5984768867492676,1.4720642566680908
186,0.8727852702140808,-0.04055073857307434,-1.3302406072616577,-1.6046751737594604,1.4774364233016968
187,0.8733144998550415,-0.043673526495695114,-1.3339420557022095,-1.6011366844177246,1.4788316488265991
188,0.8718982338905334,-0.0384284183382988,-1.3466445207595825,-1.5703392028808594,1.4831554889678955
189,0.8727446794509888,-0.03956752270460129,-1.3252452611923218,-1.5794270038604736,1.484431505203247
190,0.8730141520500183,-0.04253491759300232,-1.3502907752990723,-1.6054589748382568,1.476897954940796
191,0.874545156955719,-0.04396340250968933,-1.3354071378707886,-1.5924049615859985,1.4626840353012085
192,0.8757408857345581,-0.054766278713941574,-1.3398258686065674,-1.620169758796692,1.4914076328277588
193,0.8756521940231323,-0.03612373396754265,-1.3369399309158325,-1.630461573600769,1.4720168113708496
194,0.8759950995445251,-0.042066555470228195,-1.325018048286438,-1.6076366901397705,1.4692420959472656
195,0.8760112524032593,-0.044082824140787125,-1.3522640466690063,-1.6060856580734253,1.470149278640747
196,0.8764124512672424,-0.04014154523611069,-1.344536304473877,-1.6213244199752808,1.4839125871658325
197,0.8781276345252991,-0.03380241617560387,-1.3349366188049316,-1.5874547958374023,1.4819695949554443
198,0.8779663443565369,-0.04131845757365227,-1.3491898775100708,-1.610220193862915,1.481072187423706
199,0.8773496150970459,-0.04707484319806099,-1.330514669418335,-1.5777170658111572,1.4687628746032715
200,0.8782658576965332,-0.04644516855478287,-1.3408335447311401,-1.5962669849395752,1.4847136735916138
